ElementName,FamilyName,CategoryName,ItemName,MinX,MinY,MinZ,MaxX,MaxY,MaxZ,Length,Depth,Height,Volume,Surface
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
609 X 16斜钢支撑,围护斜支撑,结构框架,钢支撑(609),669.6583486769756,-34.14738200106595,-24.506999596385302,680.1780800638694,-29.511370988985487,-22.079178074075084,10.519731386893795,4.636011012080463,2.427821522310218,118.40386158069532,171.13005627317463
